[2026-07-01T17:34:52+08:00] start rcpo seed=0 n_envs=16 timesteps=1000000
/home/aaa/data/qj/stable-baselines3-master/stable_baselines3/common/on_policy_algorithm.py:150: UserWarning: You are trying to run PPO on the GPU, but it is primarily intended to run on the CPU when not using a CNN policy (you are using ActorCriticPolicy which should be a MlpPolicy). See https://github.com/DLR-RM/stable-baselines3/issues/1245 for more info. You can pass `device='cpu'` or `export CUDA_VISIBLE_DEVICES=` to force using the CPU.Note: The model will train, but the GPU utilization will be poor and the training might take longer than on CPU.
  warnings.warn(
Using cuda device
Logging to outputs/ijmlc_p2_external_baselines/rcpo_lagrangian_1m_nenv16/rcpo_lagrangian_ppo_s0/tensorboard/rcpo_lagrangian_ppo_s0_1
------------------------------------
| paper/                |          |
|    accel_variation    | 0.796    |
|    base_reward        | 7.09     |
|    collision          | 0        |
|    crash_object       | 0        |
|    crash_vehicle      | 0        |
|    episode_cost       | 0        |
|    episode_length     | 600      |
|    jerk               | 0.618    |
|    lane_deviation     | 0.0266   |
|    max_lane_deviation | 0.0955   |
|    mean_speed_kmh     | 0.68     |
|    min_ttc            | nan      |
|    out_of_road        | 0        |
|    route_completion   | 0.0912   |
|    shaped_reward      | -21.8    |
|    steering_variation | 0.761    |
|    success            | 0        |
|    ttc_risk           | 0        |
| rcpo/                 |          |
|    cost_lambda        | 20       |
| rollout/              |          |
|    ep_len_mean        | 600      |
|    ep_rew_mean        | -21.9    |
|    success_rate       | 0        |
| time/                 |          |
|    fps                | 3499     |
|    iterations         | 1        |
|    time_elapsed       | 4        |
|    total_timesteps    | 16384    |
------------------------------------
-------------------------------------------
| curriculum/                |            |
|    stage                   | 0          |
|    window_cost             | 0          |
|    window_route_completion | 0.12       |
|    window_success          | 0          |
| paper/                     |            |
|    accel_variation         | 0.797      |
|    base_reward             | 5.41       |
|    collision               | 0          |
|    crash_object            | 0          |
|    crash_vehicle           | 0          |
|    episode_cost            | 0          |
|    episode_length          | 600        |
|    jerk                    | 0.582      |
|    lane_deviation          | 0.359      |
|    max_lane_deviation      | 0.782      |
|    mean_speed_kmh          | 0.838      |
|    min_ttc                 | nan        |
